Date,Close
1960/1/1,3032156070
1961/1/1,3071596055
1962/1/1,3124561005
1963/1/1,3189655687
1964/1/1,3255145692
1965/1/1,3322046795
1966/1/1,3392097729
1967/1/1,3461619724
1968/1/1,3532782993
1969/1/1,3606553753
1970/1/1,3681975908
1971/1/1,3760516757
1972/1/1,3836900801
1973/1/1,3912984371
1974/1/1,3988487336
1975/1/1,4062507027
1976/1/1,4135432265
1977/1/1,4207786422
1978/1/1,4281339378
1979/1/1,4356778367
1980/1/1,4432963653
1981/1/1,4511164132
1982/1/1,4592387213
1983/1/1,4674330282
1984/1/1,4755996689
1985/1/1,4839176734
1986/1/1,4924747934
1987/1/1,5012556248
1988/1/1,5101287675
1989/1/1,5189977062
1990/1/1,5280062644
1991/1/1,5368139818
1992/1/1,5452576967
1993/1/1,5537885402
1994/1/1,5622085293
1995/1/1,5706753581
1996/1/1,5789655178
1997/1/1,5872284397
1998/1/1,5954004340
1999/1/1,6034484369
2000/1/1,6114324044
2001/1/1,6193663732
2002/1/1,6272724236
2003/1/1,6351855732
2004/1/1,6431527221
2005/1/1,6511724848
2006/1/1,6592711655
2007/1/1,6674181848
2008/1/1,6757000414
2009/1/1,6839553692
2010/1/1,6921854591
2011/1/1,7003760440
2012/1/1,7089254548
2013/1/1,7175500378
2014/1/1,7261846543
2015/1/1,7347679005
2016/1/1,7433569330
2017/1/1,7519183459
2018/1/1,7602454161
2019/1/1,7683372259
2020/1/1,7761620146
